num_paths,heston_price,mc_standard_error,elapsed_seconds,difference_from_50000_path_reference
1000,26.191452793103252,0.7174657792103282,0.01758879999988494,0.5660302500781995
5000,25.76327066436732,0.3342554275589842,0.061189799999965544,0.13784812134226598
10000,25.64507483986039,0.23183109665042717,0.11607019999996737,0.019652296835335648
20000,25.658482359959923,0.16597138389677799,0.22360219999995934,0.0330598169348697
50000,25.625422543025053,0.10401935344277137,0.5755337000000509,0.0
